
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001981                       # Number of seconds simulated (Second)
simTicks                                   1981013000                       # Number of ticks simulated (Tick)
finalTick                                  1981013000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.45                       # Real time elapsed on the host (Second)
hostTickRate                                307009567                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     678268                       # Number of bytes of host memory used (Byte)
simInsts                                       267160                       # Number of instructions simulated (Count)
simOps                                         267177                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    41401                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      41404                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          1981015                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.415088                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.134860                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          272354                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      147                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         295721                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     55                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                 5323                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined              3503                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  56                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              987826                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.299365                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.819284                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED   1981013000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups         3535                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits         3459                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses           76                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords           39                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords         3574                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            6                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.localBP.lookups_0::NoBranch            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::Return            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::CallDirect            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::CallIndirect            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::DirectCond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::DirectUncond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::IndirectCond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::IndirectUncond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.lookups_0::total            0                       # Number of BP lookups (Count)
system.cpu.branchPred.localBP.squashes_0::NoBranch            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::Return            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::CallDirect            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::CallIndirect            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::DirectCond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::DirectUncond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::IndirectCond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::IndirectUncond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.squashes_0::total            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.localBP.corrected_0::NoBranch            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::Return            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::CallDirect            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::CallIndirect            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::DirectCond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::DirectUncond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::IndirectCond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::IndirectUncond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.corrected_0::total            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.localBP.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.localBP.committed_0::NoBranch            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::Return            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::CallDirect            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::CallIndirect            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::DirectCond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::DirectUncond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::IndirectCond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::IndirectUncond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.committed_0::total            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.localBP.mispredicted_0::NoBranch            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::Return            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::CallDirect            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::CallIndirect            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::DirectCond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::DirectUncond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::IndirectCond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::IndirectUncond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.mispredicted_0::total            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.localBP.targetProvider_0::NoTarget            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.localBP.targetProvider_0::BTB            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.localBP.targetProvider_0::RAS            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.localBP.targetProvider_0::Indirect            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.localBP.targetProvider_0::total            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.localBP.targetWrong_0::NoBranch            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::Return            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::CallDirect            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::CallIndirect            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::DirectCond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::DirectUncond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::IndirectCond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::IndirectUncond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.targetWrong_0::total            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.localBP.condPredicted            0                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.localBP.condPredictedTaken            0                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.localBP.condIncorrect            0                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.localBP.predTakenBTBMiss            0                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.localBP.NotTakenMispredicted            0                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.localBP.TakenMispredicted            0                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.localBP.BTBLookups            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.BTBUpdates            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.BTBHits               0                       # Number of BTB hits (Count)
system.cpu.branchPred.localBP.BTBHitRatio          nan                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.localBP.BTBMispredicted            0                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.localBP.indirectLookups            0                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.localBP.indirectHits            0                       # Number of indirect target hits. (Count)
system.cpu.branchPred.localBP.indirectMisses            0                       # Number of indirect misses. (Count)
system.cpu.branchPred.localBP.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.localBP.btb.lookups::NoBranch            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::Return            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::CallDirect            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::CallIndirect            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::DirectCond            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::DirectUncond            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::IndirectCond            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::IndirectUncond            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.lookups::total            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.localBP.btb.misses::NoBranch            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::Return            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::CallDirect            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::CallIndirect            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::DirectCond            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::DirectUncond            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::IndirectCond            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::IndirectUncond            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.misses::total            0                       # Number of BTB misses (Count)
system.cpu.branchPred.localBP.btb.updates::NoBranch            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::Return            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::CallDirect            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::CallIndirect            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::DirectCond            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::DirectUncond            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::IndirectCond            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::IndirectUncond            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.updates::total            0                       # Number of BTB updates (Count)
system.cpu.branchPred.localBP.btb.mispredict::NoBranch            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::Return            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::CallDirect            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::CallIndirect            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::DirectCond            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::DirectUncond            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::IndirectCond            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::IndirectUncond            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.mispredict::total            0                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.localBP.btb.power_state.pwrStateResidencyTicks::UNDEFINED   1981013000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.localBP.indirectBranchPred.lookups            0                       # Number of lookups (Count)
system.cpu.branchPred.localBP.indirectBranchPred.hits            0                       # Number of hits of a tag (Count)
system.cpu.branchPred.localBP.indirectBranchPred.misses            0                       # Number of misses (Count)
system.cpu.branchPred.localBP.indirectBranchPred.targetRecords            0                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.localBP.indirectBranchPred.indirectRecords            0                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.localBP.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.localBP.ras.pushes            0                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.localBP.ras.pops              0                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.localBP.ras.squashes            0                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.localBP.ras.used              0                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.localBP.ras.correct            0                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.localBP.ras.incorrect            0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.branchPred.perceptronBP.lookups_0::NoBranch            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::Return            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::CallDirect            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::CallIndirect            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::DirectCond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::DirectUncond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::IndirectCond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::IndirectUncond            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.lookups_0::total            0                       # Number of BP lookups (Count)
system.cpu.branchPred.perceptronBP.squashes_0::NoBranch            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::Return            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::CallDirect            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::CallIndirect            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::DirectCond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::DirectUncond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::IndirectCond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::IndirectUncond            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.squashes_0::total            0                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.perceptronBP.corrected_0::NoBranch            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::Return            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::CallDirect            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::CallIndirect            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::DirectCond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::DirectUncond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::IndirectCond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::IndirectUncond            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.corrected_0::total            0                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.perceptronBP.committed_0::NoBranch            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::Return            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::CallDirect            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::CallIndirect            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::DirectCond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::DirectUncond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::IndirectCond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::IndirectUncond            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.committed_0::total            0                       # Number of branches finally committed  (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::NoBranch            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::Return            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::CallDirect            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::CallIndirect            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::DirectCond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::DirectUncond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::IndirectCond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::IndirectUncond            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.mispredicted_0::total            0                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.perceptronBP.targetProvider_0::NoTarget            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.perceptronBP.targetProvider_0::BTB            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.perceptronBP.targetProvider_0::RAS            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.perceptronBP.targetProvider_0::Indirect            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.perceptronBP.targetProvider_0::total            0                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::NoBranch            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::Return            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::CallDirect            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::CallIndirect            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::DirectCond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::DirectUncond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::IndirectCond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::IndirectUncond            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.targetWrong_0::total            0                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.perceptronBP.condPredicted            0                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.perceptronBP.condPredictedTaken            0                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.perceptronBP.condIncorrect            0                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.perceptronBP.predTakenBTBMiss            0                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.perceptronBP.NotTakenMispredicted            0                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.perceptronBP.TakenMispredicted            0                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.perceptronBP.BTBLookups            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.perceptronBP.BTBUpdates            0                       # Number of BTB updates (Count)
system.cpu.branchPred.perceptronBP.BTBHits            0                       # Number of BTB hits (Count)
system.cpu.branchPred.perceptronBP.BTBHitRatio          nan                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.perceptronBP.BTBMispredicted            0                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.perceptronBP.indirectLookups            0                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.perceptronBP.indirectHits            0                       # Number of indirect target hits. (Count)
system.cpu.branchPred.perceptronBP.indirectMisses            0                       # Number of indirect misses. (Count)
system.cpu.branchPred.perceptronBP.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.perceptronBP.btb.lookups::NoBranch            0                       # Number of BTB lookups (Count)
system.cpu.branchPred.perceptronBP.btb.lookups::Return            0                       # Number of BTB lookups (Count)
